Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
Cyprus,CYP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13339.19238,13537.27539,14749.60742,14842.13965,15724.84961,17084.57227,17313.50977,17777.36914,18758.62891,19662.64063,21291.23633,22868.72461,24013.01758,24281.04492,25945.46094,27763.1543,30015.3125,32888.99609,34830.34766,33883.77344,33417.75781,33313.47656,31834.50781,30375.125,30080.26953,31815.07031,35718.98047,38288.00781,40559.23438,44686.71875,42798.01953,48469.41406,53785.74609,,
Czechia,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12716.13235,11647.17077,11840.14548,12115.69939,12729.83194,13850.1491,14684.60392,14821.92101,14977.61712,15396.31178,16237.54255,17626.2634,18252.57277,19539.15101,20932.67334,22095.38785,23923.55451,26288.34526,27974.48713,27760.69496,27877.14374,29001.36804,29254.73127,30818.10816,32502.47535,33899.28657,36097.70526,38824.88792,41143.82705,44859.80056,43922.53098,48418.11579,51695.16905,,
Germany,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19449.76022,20981.20646,21706.35396,21859.63445,22781.30057,23548.83413,24070.11924,24568.14289,25344.88132,26291.21108,27202.47608,28376.90409,29178.63747,29909.80872,31334.73152,31794.09601,34160.10311,36295.71843,37802.38743,36814.75473,38945.92173,42541.53109,43359.61483,44993.89275,47011.55109,47609.781,50579.68393,53071.45557,55195.84054,58251.77308,57905.17955,61939.65159,66616.02225,,
Djibouti,DJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3809.8608,4022.347168,4323.515881,4493.895141,4742.388482,5153.716539,5471.963294,5676.305934,6032.277956,6567.853491,,
Dominica,DMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4352.264681,4582.514063,4784.069892,4999.20009,5105.574225,5370.387966,5641.331347,5871.252273,6174.20447,6305.334346,6633.073409,6797.378005,6697.380133,7244.348252,7650.995342,7931.104883,8548.310247,9332.598888,10187.88092,10132.52381,10328.07422,10521.08315,10233.8517,10447.19766,11147.70328,11277.23008,12092.76337,11435.69495,12809.71151,14451.53792,12743.86389,14472.28586,16293.10811,,
Denmark,DNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18231.31336,19060.99092,19811.28206,20215.57992,21674.9543,22680.97684,23733.06859,24923.79606,25813.87733,26653.8239,28661.76416,29446.01436,30640.34562,30822.09288,32939.63047,34150.15946,37334.1604,39015.05934,41278.32683,40330.22271,42995.61757,44403.38484,44803.96824,46726.85414,47901.44736,49045.33919,51976.00571,55356.68078,57482.9624,60787.46336,62529.25106,69878.93481,77953.67866,,
Dominican Republic,DOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3666.649001,3747.893084,4177.943402,4501.803682,4627.191369,4900.299158,5194.223219,5656.024875,6006.414554,6353.716895,6697.521257,6913.0444,7231.224986,7172.966415,7451.835235,8298.495129,9219.267067,10042.90912,10430.09301,10458.85359,11317.47253,11760.64189,11846.43857,12484.10743,13541.93457,14886.77901,16351.83448,17075.24595,18141.33826,19743.40045,19085.35362,21923.30194,24363.82444,,
Algeria,DZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6974.07638,6955.544827,7075.760231,6934.260301,6872.209302,7144.5735,7441.30154,7525.305678,7878.206579,8130.387872,8510.359279,8840.674166,9354.221725,10088.08677,10653.34303,11478.02805,11861.16606,12392.50592,12714.16166,12768.99372,13141.12026,13543.59872,13429.0956,13265.72266,13299.48145,12370.22909,12047.64038,12250.07331,12511.26588,12504.44648,11357.95108,12893.21,14012.57685,,
East Asia & Pacific (excluding high income),EAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1458.09282,1598.079157,1776.164937,1979.8243,2199.392315,2428.58587,2656.7309,2848.805278,2870.384697,3047.241987,3311.309702,3571.283262,3869.198113,4244.208993,4698.314301,5258.165611,5935.771014,6758.461811,7396.639875,7936.1018,8736.133183,9579.183922,10417.63781,11055.93839,11618.81158,11999.10721,12587.06852,13337.34792,14425.19247,15488.06595,15792.53812,17702.8476,19588.98113,,
Early-demographic dividend,EAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2954.19133,3128.19738,3263.706538,3345.7547,3448.33567,3573.590941,3768.011434,3922.357199,3887.267069,3965.433958,4167.402204,4265.132586,4342.094248,4588.370848,4940.808298,5317.343448,5757.339339,6178.748627,6464.431731,6552.496589,6958.656897,7373.627107,7748.609113,7979.08013,8206.146177,8316.878713,8633.324048,9065.661838,9577.088713,9891.982803,9636.730725,10700.93885,12098.51937,,
East Asia & Pacific,EAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3250.579576,3499.675315,3724.744642,3965.849233,4251.072542,4567.178258,4888.355254,5141.399,5136.046314,5371.037985,5775.554518,6079.336405,6451.622888,6875.433869,7459.471862,8116.434166,8909.946153,9844.472181,10466.88146,10847.75806,11776.80424,12665.64451,13536.22146,14276.92377,14841.23526,15310.05396,15872.86258,16663.69134,17770.22999,18823.97218,19123.14707,21188.90268,23267.6668,,
Europe & Central Asia (excluding high income),ECA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7081.500344,6907.060184,6361.213137,6127.306905,5522.169126,5521.315087,5589.897646,5839.714936,5342.470554,5523.647479,6197.477248,6544.803134,7016.660606,7754.237297,8659.3272,9750.320925,11651.98104,12971.21379,14824.07416,14293.45434,15302.0502,16894.38289,17913.15642,19324.71568,19687.9963,19244.17037,19648.13381,20845.40277,22302.6799,23862.99008,24266.87448,28431.58757,31061.48893,,
Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11855.09617,12140.72527,12176.33686,12260.75412,12461.177,12931.19975,13377.28663,13951.13758,14236.30335,14788.23307,15929.44988,16736.67643,17540.43563,18207.09917,19331.89614,20361.53267,22542.71401,24166.40804,25812.47326,25080.72194,26142.00637,27706.56208,28476.64247,29758.37885,30496.36313,30929.86235,32346.10516,34052.77433,35760.27451,38359.93316,37821.14664,42456.3304,46857.13636,,
Ecuador,ECU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4723.54975,4980.164486,5092.723701,5211.918652,5444.825754,5578.990707,5674.71435,5915.586324,6070.300144,5763.768975,5857.496022,6123.75719,6362.496502,6549.196227,7151.696928,7633.4708,8075.332999,8330.833977,8877.780987,8835.386646,9104.364063,9861.503581,10325.1995,11186.64515,11778.02133,11158.83734,11178.36895,11818.23059,12220.58173,12600.01985,11909.83102,13293.08715,14483.03417,,
"Egypt, Arab Rep.",EGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3639.370983,3714.139861,3877.524446,3991.881139,4145.005961,4332.385788,4533.0179,4760.722887,4974.88294,5238.501654,5581.587598,5788.831763,5895.005333,6075.145136,6362.904448,6721.253083,7260.118037,7830.489351,8385.944896,8663.002472,9033.344405,9178.853589,10560.14161,10731.53889,10464.19241,11112.37362,10864.53819,11333.11843,12559.96517,13608.49971,15494.07882,15820.67138,17769.17347,,
Euro area,EMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16840.72647,17796.51859,18381.39411,18611.32834,19415.50269,20255.24161,20893.43492,21735.54043,22775.37309,23644.19101,25115.6368,26305.67189,27343.7456,27797.95544,28892.16739,29887.83434,32342.27706,34236.43333,35526.60085,34606.5682,35569.3,37219.96156,37592.84699,38776.29152,39735.37908,40825.22158,43311.76111,45397.78813,47317.79964,50849.94252,49283.72407,54208.78137,59457.34087,,
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955.4564147,1075.95321,1292.300088,1284.941145,1362.146126,1477.285285,1499.976262,1499.547568,1462.741022,1581.029662,1598.41844,1523.315025,1523.883998,1573.082096,1578.938333,1618.849107,1449.063525,1476.515248,1496.076779,1628.750509,,,,,,,,,,,,,
Spain,ESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13676.307,14461.92199,14856.0076,14973.41869,15583.25876,16276.74274,16973.85234,17909.43739,19096.48298,19954.29022,21586.99381,22955.96666,24371.59885,25047.49625,26144.38316,27606.93405,30720.01351,32476.89131,33263.2724,32091.4271,31677.22239,31867.97324,31720.27382,32444.46119,33540.35717,34919.38725,37305.62915,39550.18908,40716.68076,43739.63291,38967.33992,43620.60406,48685.49631,,
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6475.401362,6889.298809,7977.916551,8450.519375,8412.066776,9422.497065,10317.30719,11663.2715,13133.28366,14536.75968,16634.89274,19345.20327,22200.23228,22802.34218,20477.25845,21615.74005,24557.23615,25996.04678,27464.51868,28945.46533,29175.92593,31312.7523,33821.93291,36410.12209,39578.08172,40096.48018,45047.31504,48168.3971,,
Ethiopia,ETH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.6514575,381.6612473,342.2883986,383.3347251,390.7279081,409.6915603,454.2462872,461.8837725,437.3384699,452.4844762,476.5284642,512.5207813,513.1203167,497.2756238,563.5085621,631.6731706,701.6004987,780.532557,856.6597788,912.1083594,1010.022027,1114.045972,1195.794561,1270.347236,1505.005338,1654.847633,1882.687154,2031.9573,2124.254622,2274.214139,2442.252484,2628.343464,2888.616406,,
European Union,EUU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14814.64032,15484.93783,15954.46071,16196.1267,16941.73417,17745.40727,18342.88094,19063.97844,19967.06197,20744.27228,22075.63497,23173.70411,24199.34721,24707.35665,25864.13353,26814.10212,29124.96475,31039.74986,32492.65064,31815.31596,32862.58696,34495.08627,34965.19207,36064.86573,37065.00524,38223.33721,40551.02609,42665.46394,44652.63488,48192.31105,47104.84021,51917.35106,57285.54664,,
Fragile and conflict affected situations,FCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2490.318007,2502.46286,2505.199879,2435.441101,2275.826838,2253.864242,2280.744902,2389.611992,2486.865643,2519.887006,2674.158009,2793.505734,2814.506987,2758.583215,3147.489946,3371.699152,3625.044663,3876.702846,4054.315204,4010.234922,4178.646233,4202.066645,4408.61433,4608.574901,4624.671714,4425.69897,4485.439839,4634.303362,4909.461566,5128.300227,4946.937835,5197.737212,5360.122048,,
Finland,FIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18133.76999,17547.4077,17258.74644,17466.14884,18466.34394,19573.74793,20080.84016,21790.47737,23576.77959,24767.28067,26788.10901,27803.90849,28605.12232,29053.11016,31202.63267,32051.794,34454.88838,37846.92322,40083.69727,37971.16882,38949.7245,40916.83858,40873.09533,41493.14165,41757.40219,42497.70498,44934.44821,47570.13358,49579.331,52569.80006,53668.81909,57848.61417,62823.03529,,
Fiji,FJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3917.423231,3918.451712,4241.26852,4421.140569,4736.211637,4947.385724,5251.34418,5172.210557,5237.394111,5712.093443,5679.520947,5861.59028,6081.483697,6202.114052,6641.237026,6832.567839,7107.580991,7176.09575,7339.13894,7246.212855,7518.393297,7854.566626,8392.597679,9035.340488,10735.72143,11751.37172,11994.93817,12815.9367,13199.78412,13168.37122,11168.63994,10593.91269,13534.1559,,
France,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17697.57489,18325.90675,18948.70667,19192.34436,19989.61245,20763.09711,21350.06552,22237.73457,23356.75386,24304.40453,26090.1388,27493.70175,28518.82522,28168.76957,29056.00526,30494.21411,32464.84684,34126.12504,35092.69431,34674.99782,35894.99211,37439.23314,37677.72679,39521.69698,40144.02683,40849.99738,42924.61363,44577.06457,46537.47404,51240.0683,49494.29008,53834.7993,57594.03402,,
Faroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40996.83768,39469.53157,39729.00803,42079.16275,45868.3853,49376.6968,52981.20592,53645.26063,54219.64093,56360.07404,58980.55093,62357.08602,61642.70759,68124.1857,76566.24312,,
"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1727.568199,1883.794808,1955.920325,2101.219238,2079.430495,2241.393972,2200.68202,2096.36409,2175.046104,2233.347279,2390.704776,2492.222614,2543.909693,2639.305783,2635.329051,2785.915483,2886.173391,2930.173965,2936.645552,3010.930208,3124.070887,3281.543351,3270.064339,3193.75913,3166.362211,3332.464763,3381.858244,3522.349367,3598.403014,3691.015088,3612.111836,3664.48684,3854.877001,,
Gabon,GAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11959.5115,12769.40302,12321.91903,12767.9002,13175.70282,13764.21392,14162.83545,14856.69567,15160.58334,13651.86927,13352.07722,13585.23563,13402.50278,13602.07364,13679.33757,14076.1963,13688.58221,14448.89441,13792.03,13448.29955,14084.53803,14863.46234,14700.78027,14580.55684,14940.85143,14394.39481,14092.34151,14911.98235,15574.99987,16126.86386,14639.91947,19552.36253,21106.56312,,
United Kingdom,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17054.44482,17382.84996,17802.10801,18633.08277,19712.67741,20581.04201,21938.44502,23065.19052,23687.69175,24493.50137,26529.85217,27915.53044,29089.05368,30317.52431,32055.47176,32726.13319,34734.81602,35523.31159,36744.79136,35023.33231,36487.67185,37224.37876,38343.0869,39954.21915,41278.12751,42496.85429,44082.11647,46048.20005,47090.4849,49911.15665,48005.87961,52841.63459,57460.50575,,
Georgia,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5727.624172,4639.16997,2594.264909,1863.24541,1731.570403,1883.300463,2211.399454,2567.199691,2743.754227,2921.752209,3102.626251,3376.961757,3649.925686,4161.57306,4548.985213,5174.30883,5869.687432,6822.111181,7142.783064,6987.936514,7567.664126,8360.297207,9818.480466,10595.42484,11548.80631,12051.94717,12809.0138,13526.99221,14765.46004,16610.49703,16615.12724,18691.16122,22063.44185,,
Ghana,GHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575.150843,1671.524688,1732.412519,1814.567732,1869.849594,1942.203292,2021.819786,2093.248333,2163.409733,2235.238566,2311.547835,2393.651127,2471.482223,2580.312748,2724.268096,2897.367514,3095.145404,3231.662607,3503.709454,3604.432313,3839.885758,4362.592882,4910.784396,5188.160056,5486.849073,5159.926427,4977.58181,5134.361824,5494.700433,5952.403727,5992.31759,6544.2382,7081.937425,,
Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.6576081,898.3118912,918.7750303,958.002874,987.0458796,1025.066156,1059.925867,1110.980434,1142.61071,1176.05102,1208.833679,1264.789472,1330.042083,1342.784671,1381.368728,1438.63838,1470.030477,1576.122036,1632.940052,1585.791515,1641.250106,1726.182307,1812.022784,1864.735826,1896.280938,1953.096161,2282.17719,2718.896876,2878.428296,3143.646883,3395.094879,3735.089827,4087.080188,,
"Gambia, The",GMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1428.265076,1462.137497,1486.162114,1512.005393,1498.485152,1498.328546,1514.674608,1569.740916,1595.494692,1671.837542,1752.253256,1841.950851,1759.005275,1863.056188,1989.54837,1945.583605,1935.12031,1985.716993,2084.664897,2169.269373,2254.050604,2049.349001,2046.861338,1986.861997,1912.068799,1965.048772,1983.633806,2005.565442,2235.260259,2371.492041,2473.519768,2696.667173,2938.031199,,
Guinea-Bissau,GNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.329345,1078.530688,1083.573417,1096.266966,1120.663757,1164.991551,1296.795308,1378.508768,983.9959061,989.3768296,1045.577118,1069.483057,1051.779906,1054.060374,1086.352766,1140.526245,1173.626676,1213.371301,1243.797325,1261.097036,1301.004359,1398.117143,1320.471498,1333.285433,1351.184718,1571.421659,1725.05956,1909.346124,1989.533115,2024.013007,1962.245938,2164.372878,2346.778025,,
Equatorial Guinea,GNQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.1626947,579.9220665,770.2240064,843.6666062,968.5347191,1118.76954,1826.64663,4468.470039,5378.460744,6589.357146,7617.720584,12119.46637,14024.49044,15563.06278,21074.61661,24249.87047,25714.15635,29052.49128,33261.8694,32341.28341,28424.51936,29556.1131,32522.40879,30204.24196,29373.0738,21025.31484,17949.83316,19854.22994,19814.63672,17692.29978,14709.02376,17936.6113,19444.117,,
Greece,GRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13302.57256,14009.5912,14319.34139,14339.62539,14864.14664,15422.25825,16144.26705,17152.76267,18033.68463,18464.73208,19518.67431,20960.9888,22615.93561,23897.93127,25461.18594,25577.52411,28548.98683,29326.91966,30856.01184,30358.24444,27908.29592,25671.51609,24911.11963,25986.65032,26625.06181,26760.3633,27511.80102,28604.86094,29617.54834,31611.21144,29088.20806,33018.25442,38922.47423,,
Grenada,GRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4594.364459,4781.223083,4787.041392,4751.24109,4887.004898,5052.343616,5332.909689,5659.012135,6356.121654,6850.156545,7306.115958,7285.341369,7632.349357,8479.681512,8589.637125,9967.958141,9799.746305,10610.43005,10843.31622,10121.74045,10120.42616,10330.08298,10288.90483,10868.24374,11830.60443,12736.38967,13414.05247,14359.41815,15168.89177,15542.49156,13510.81442,14325.55485,16201.95905,,
Greenland,GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20386.29828,21089.73198,20541.76093,20007.54305,21528.41905,22676.82884,23403.31725,24113.46031,26229.79975,26965.94821,29482.71922,30448.25863,30482.38367,32371.81001,35445.43904,38364.04176,41863.33152,44176.52934,47992.66573,48722.85929,49651.25506,50444.51282,52177.94927,52705.65678,56425.11196,55727.39376,58845.68908,60010.09829,61806.82713,64264.05646,64857.62871,68086.46012,,,
Guatemala,GTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3319.968844,3463.392875,3617.505427,3751.760102,3888.385488,4065.417101,4161.110666,4314.641397,4474.145231,4601.413727,4758.248081,4860.75067,5009.586478,5126.233469,5314.815602,5544.676707,5900.851227,6318.320288,6524.609737,6474.796935,6618.916031,6910.876502,7549.077885,8175.406658,8924.942745,9876.962189,10383.50969,11012.73373,11148.90794,11718.07774,11590.96712,12106.42254,13299.56472,,
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3032.566676,3338.537346,3675.066958,4057.806792,4483.936337,4794.589605,5257.631852,5666.524317,5623.020946,5860.857441,5903.819779,6168.281133,6331.085303,6413.202937,6689.525608,6771.061588,7351.019766,8112.345461,8439.50566,8834.223432,9351.787923,10092.08249,10659.99316,11238.86276,11191.23459,11465.13618,11584.05925,12327.0682,12538.21374,13388.70608,17036.28992,23176.1332,40319.85687,,
High income,HIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18118.541,18897.84711,19604.74843,20197.70453,21168.62364,22103.19571,23078.5808,24104.03504,24908.80947,25910.43159,27548.25035,28472.87775,29402.57568,30427.02563,32163.15383,33743.54194,35956.72808,37746.23095,38756.19779,37698.71437,39143.19326,40811.17214,41939.80418,43279.42486,44408.35657,45168.28915,46469.94337,48370.52452,50491.66917,52763.77287,51418.89344,56775.38638,62231.85414,,
"Hong Kong SAR, China",HKG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18250.04796,19778.33163,21310.63584,22774.02989,24115.14015,24711.05958,25096.09469,26608.32927,25114.40621,25858.56119,28221.06194,28805.62754,29607.82332,31176.4065,34528.14236,38075.1671,41741.36012,45250.20755,46818.47458,45861.01853,49190.5961,52277.46644,52149.68127,53517.41955,54514.92681,56043.0427,56761.48241,59260.91318,60900.27529,61221.41954,58187.47641,65876.87423,68684.52007,,
Honduras,HND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.146936,1953.608861,2060.844886,2184.579062,2174.216229,2292.356782,2312.857701,2393.80816,2442.302457,2394.421072,2556.419304,2614.067537,2683.047286,2788.131725,2966.63093,3167.059951,3398.067692,3622.036167,3763.50326,3617.158904,3719.19615,3863.651341,3981.039625,4104.369614,4428.431921,4815.775027,5159.617509,5598.056546,5617.483198,5824.321315,5493.218774,6285.92874,6893.869799,,
Heavily indebted poor countries (HIPC),HPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1086.722695,1106.670668,1096.102095,1100.600085,1093.881978,1141.300318,1189.501444,1247.411249,1270.530332,1294.215455,1327.557744,1376.189896,1403.065102,1447.396961,1526.303697,1616.490999,1714.829872,1808.116016,1893.438609,1921.068701,2007.095033,2078.054559,2078.808133,2172.003093,2321.224613,2378.716789,2475.568884,2564.789669,2669.962891,2806.0641,2801.985615,2992.105144,3267.228255,,
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8048.538527,8801.071823,9532.351844,9886.987451,9939.949509,10669.34314,11652.07294,13022.44932,13697.42108,14694.69079,15455.12062,17639.00087,19577.91162,21032.91461,20272.7432,20088.04345,21139.96711,21509.89158,22182.46052,22409.26402,23391.10115,25318.97815,27267.32265,28980.44923,32123.99613,30447.15953,36954.43459,42171.1848,,
Haiti,HTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2179.485152,2249.845124,2136.678375,2029.164795,1790.656341,1971.954088,2052.650674,2105.350947,2136.171335,2184.859637,2213.014882,2214.977545,2233.840707,2316.906432,2308.649266,2413.682641,2489.979042,2633.706635,2711.12747,2843.085089,2683.688662,2846.881182,2819.336533,3030.979635,3064.069363,3014.229684,3240.598619,3325.313579,3182.441427,3220.942957,3085.90305,3114.963542,3239.30984,,
Hungary,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8319.631207,8251.719466,8408.230159,8852.986888,9186.037562,9349.013765,9823.025763,10398.02925,10873.24786,11854.68342,13211.82706,14526.38826,15479.10108,16269.30876,17108.34058,18383.63222,19098.62631,20721.50241,20722.06534,21738.89659,23029.44718,23267.44839,24547.98053,25691.52726,26798.85417,27941.92686,29496.16368,31908.86345,35152.6037,35016.13611,38643.76259,43659.45327,,
IBRD only,IBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2954.660456,3063.503189,3150.739148,3270.501143,3397.200042,3568.419789,3779.449998,3982.551334,4017.389156,4177.030467,4471.158786,4689.964946,4922.433282,5254.654381,5756.140951,6300.829853,7035.49697,7782.352964,8396.330402,8630.785029,9313.390582,10031.71958,10655.72304,11159.45242,11503.75575,11621.34757,12070.38984,12736.47956,13631.81981,14427.89385,14451.05228,16306.052,18091.52055,,
IDA & IBRD total,IBT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2633.605966,2725.982629,2798.165669,2892.669905,2991.537527,3133.335694,3308.572889,3474.624311,3504.626267,3633.30272,3872.550591,4052.552684,4242.824602,4512.650083,4924.248172,5370.247001,5961.532937,6558.11187,7043.024112,7228.770074,7763.273249,8319.665529,8799.666585,9202.8467,9491.404326,9585.700165,9929.547398,10434.42193,11125.73564,11737.95744,11729.85986,13119.62414,14489.72048,,
IDA total,IDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1356.164879,1394.862753,1421.918567,1434.152976,1442.786951,1490.554168,1550.420301,1598.451282,1631.92352,1670.087907,1736.9914,1807.705173,1881.506606,1968.498239,2107.986596,2259.702426,2418.143833,2572.665915,2693.691034,2781.124146,2912.437787,3032.504904,3135.652647,3294.967854,3479.491319,3571.002823,3678.255843,3795.418918,3994.516323,4192.171154,4213.392002,4462.949449,4881.3809,,
IDA blend,IDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.418324,2067.655802,2129.48374,2122.463684,2135.126095,2175.416999,2254.578448,2276.871885,2305.206808,2334.168902,2413.577789,2505.068857,2639.401084,2764.704255,2985.844722,3201.37239,3415.528331,3614.051473,3740.394337,3881.466127,4032.706031,4193.347526,4331.213014,4522.148405,4735.186255,4824.514918,4862.127778,4947.060959,5123.38287,5309.651105,5307.785269,5619.485604,6138.700765,,
Indonesia,IDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3069.98304,3330.325083,3566.031188,3823.257811,4130.580196,4489.873211,4850.37751,5083.757931,4396.787351,4427.113458,4681.91945,4892.352515,5121.33454,5399.32871,5749.521451,6188.855532,6643.880722,7161.810728,7638.009575,7941.166333,8430.615417,9022.72138,9624.588232,9966.382935,10168.67606,10132.31608,10371.44233,10802.7126,11494.94485,12115.70207,11856.94333,12897.05711,14445.71199,,
IDA only,IDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1034.744074,1063.617738,1072.692517,1095.798533,1102.211264,1153.729358,1203.319042,1264.170887,1299.701738,1342.250386,1401.913608,1461.007863,1503.897684,1572.34391,1670.830404,1790.850327,1921.928077,2054.661734,2172.898243,2232.36126,2352.568252,2451.544357,2537.520653,2681.569417,2853.408804,2948.270767,3095.279326,3232.530031,3446.2374,3652.705784,3687.237581,3908.245524,4279.593552,,
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1204.242059,1231.955439,1301.824124,1367.697536,1460.115434,1572.021447,1688.386407,1753.085925,1847.256696,2001.634107,2087.224776,2197.109404,2275.441506,2459.953916,2680.898081,2936.560443,3221.697778,3510.388774,3636.060371,3892.530031,4215.580828,4467.466655,4835.477666,5032.593976,5211.570322,5446.188766,5823.481542,6169.499918,6742.707913,7181.522654,6988.840311,8044.674808,9171.878014,,
Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13733.74699,14389.20007,15105.74254,15801.00349,17000.17161,18931.54092,20473.94033,22632.09336,25092.33923,27041.34742,30209.46562,32576.92457,35222.02872,36285.1087,38734.44394,40466.23435,44232.10175,46784.08613,44169.09434,41469.83766,43202.95569,45116.98841,46283.72897,47797.14967,51238.80033,69214.422,71410.36927,78168.96774,84918.33838,90940.63476,97066.70605,114120.5445,133822.7587,,
"Iran, Islamic Rep.",IRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7592.106748,8511.718708,8783.611487,8802.69605,8804.049607,9081.989888,9707.284315,9866.725255,10027.88868,10209.83708,10871.13341,11188.9895,12162.41857,13349.50528,14073.07565,14738.15224,15707.85852,17196.28961,17330.67303,17379.40321,18348.51527,18981.2308,16757.19207,15939.68053,15704.91642,13828.43857,14661.83944,15163.29231,14926.30671,13423.57631,14180.35331,15042.37411,16591.21763,,
Iraq,IRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2681.847706,3530.27692,4486.521678,4535.144368,4570.228538,5001.941276,5977.816033,7896.674287,9112.657586,10538.5354,10622.1277,9590.305474,6008.405549,9194.798484,9359.558954,10120.16251,10680.06189,11555.74417,11597.83401,12098.90311,12825.63742,14312.89227,14585.93934,13097.8545,9285.695089,9025.568857,10118.65815,11938.02203,12139.15678,10464.51163,12476.36252,13981.65661,,
